id,severity,description,repository,source,opened_at,closed_at,html_url,line_number,filepath,pattern_internal_id
04502973-cdf7-4f6b-bc4c-e7a888dd3b17,Critical,Possible hardcoded password (password),DinoAir3,Codacy,2025-10-09T23:38:11.221Z,2025-10-13T00:31:30.000Z,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661567,105,utils/auth_system.py,Prospector_dodgy
9c70659f-8353-4822-a389-fb3b2731e9fe,Medium,Possible SQL injection vector through string-based query construction.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661570,26,database/notes_repository.py,Bandit_B608
a06048d9-0904-447a-a878-1653876e4cc2,Medium,Possible SQL injection vector through string-based query construction.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,2025-10-11T13:55:27.108Z,,129,utils/sql.py,Bandit_B608
c336845e-2a33-4ead-8031-710475297dc4,Medium,Possible SQL injection vector through string-based query construction.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661572,460,database/artifacts_db.py,Bandit_B608
7920b915-8aaa-442b-92f3-4e3d756ee477,Medium,Possible SQL injection vector through string-based query construction.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661573,618,database/notes_repository.py,Bandit_B608
df181c16-44ca-4015-813a-bd9be289f004,Medium,Possible SQL injection vector through string-based query construction.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661574,24,database/notes_repository.py,Bandit_B608
65b7755d-164f-4a3c-96ec-672d6b9546c5,Medium,Possible SQL injection vector through string-based query construction.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661575,145,database/tag_fallback.py,Bandit_B608
d4d94e13-ea52-41df-b0b0-0ef14870dec6,Medium,"Try, Except, Pass detected.",DinoAir3,Codacy,2025-10-09T23:38:11.221Z,2025-10-13T01:33:40.000Z,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661576,94,tools/pseudocode_translator/streaming/pipeline.py,Bandit_B110
61fb2665-16d4-4bd3-b66e-77cb57c0251c,Medium,Possible SQL injection vector through string-based query construction.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,2025-10-11T13:55:27.108Z,,437,database/artifacts_db.py,Bandit_B608
623928c7-781c-43a4-aae8-7076d61c95ed,Medium,Possible SQL injection vector through string-based query construction.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661578,341,database/notes_repository.py,Bandit_B608
ecedbf37-48b4-46f7-a339-62265d6bcc8b,Medium,Possible SQL injection vector through string-based query construction.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661579,27,database/notes_repository.py,Bandit_B608
fb40ea6c-9cb7-44eb-ae1f-04b775160b30,Medium,"Try, Except, Pass detected.",DinoAir3,Codacy,2025-10-09T23:38:11.221Z,2025-10-13T01:33:40.000Z,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661580,73,tools/pseudocode_translator/translator_support/stream_emitter.py,Bandit_B110
d0b9e66f-e55e-4ccc-93cf-299120b21b96,Medium,Possible SQL injection vector through string-based query construction.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661581,378,database/notes_repository.py,Bandit_B608
fbd1ef55-0bf9-448b-8949-1e199f6daf0e,High,Possible hardcoded password: 'password',DinoAir3,Codacy,2025-10-09T23:38:11.221Z,2025-10-13T00:31:30.000Z,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661582,105,utils/auth_system.py,Bandit_B105
88db576c-fc5a-4040-bdb6-fe1ea71267f1,Medium,Possible SQL injection vector through string-based query construction.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661583,28,database/notes_repository.py,Bandit_B608
92417445-f776-488c-8a6c-ee5d405200c0,Medium,"Try, Except, Pass detected.",DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661584,167,rag/optimized_file_processor.py,Bandit_B110
9dd5ae0a-16ed-4170-bc50-57a2818d27f5,Medium,Probable insecure usage of temp file/directory.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,2025-10-10T23:13:00.046Z,,588,database/initialize_db.py,Bandit_B108
1b483217-9595-4289-9765-2471450fd97c,High,"Try, Except, Continue detected.",DinoAir3,Codacy,2025-10-09T23:38:11.221Z,2025-10-13T01:33:40.000Z,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661586,187,core_router/registry.py,Bandit_B112
40ff1703-3f7c-41bf-94dd-7ace032a03a1,Medium,"Try, Except, Pass detected.",DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661587,285,tools/pseudocode_translator/models/base.py,Bandit_B110
1dccc2e9-d5d6-4981-9869-2b51f1d905ac,Medium,"Try, Except, Pass detected.",DinoAir3,Codacy,2025-10-09T23:38:11.221Z,2025-10-13T01:33:40.000Z,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661588,350,utils/enhanced_logger.py,Bandit_B110
e541a7e7-349c-4d9e-a8fd-3fb305542218,Medium,Possible SQL injection vector through string-based query construction.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661589,108,database/artifacts_db.py,Bandit_B608
fff652b7-c0ba-4317-b4b3-4bdd82e845f9,Medium,Possible SQL injection vector through string-based query construction.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661590,25,database/notes_repository.py,Bandit_B608
1b2ccfc3-7441-4d91-b593-072b7c706f25,Medium,"Try, Except, Pass detected.",DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661591,568,tools/pseudocode_translator/streaming/chunker.py,Bandit_B110
3ae3faec-ce7a-4a5c-a071-d94911b48aac,Medium,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661592,622,utils/error_handling.py,Bandit_B311
39fabf02-0298-49aa-8a06-e429520adb1f,Medium,"Try, Except, Pass detected.",DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661593,59,tools/pseudocode_translator/models/__init__.py,Bandit_B110
9d590f78-2fca-45c2-addb-8b83d0c0d4f8,Critical,Untrusted user input in `importlib.import_module()` function allows an attacker to load arbitrary code.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,2025-10-13T01:33:40.000Z,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661594,41,core_router/adapters/local_python.py,Semgrep_python.lang.security.audit.non-literal-import.non-literal-import
8da74458-bf1d-43a4-a668-dd73188618b4,Critical,Untrusted user input in `importlib.import_module()` function allows an attacker to load arbitrary code.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661595,492,tools/pseudocode_translator/models/model_factory.py,Semgrep_python.lang.security.audit.non-literal-import.non-literal-import
5a9bd4f0-3a90-4c05-9cdf-4d29dc13762f,High,These permissions `0o700` are widely permissive and grant access to more people than may be necessary.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,2025-10-10T21:59:27.936Z,,278,tools/setup_deepsource_coverage.py,Semgrep_python.lang.security.audit.insecure-file-permissions.insecure-file-permissions
0be6b718-93c6-4223-8e40-4bd3a5842d7b,Critical,Detected subprocess function 'Popen' without a static string.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,2025-10-13T01:33:40.000Z,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661597,622,utils/process.py,Semgrep_python.lang.security.audit.dangerous-subprocess-use-audit.dangerous-subprocess-use-audit
39614e61-a98d-48cc-9185-cd129c5c9e4e,Critical,subprocess call - check for execution of untrusted input,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,2025-10-13T01:33:40.000Z,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661598,17,tools/security/setup_github_security.py,Semgrep_python_exec_rule-subprocess-call-array
11ad19f2-81ab-449a-aeb0-b0daacfff4f4,Critical,Found non static data as an index to 'globals()'. This is extremely dangerous because it allows an attacker to execute arbitrary code on the system.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661599,72,utils/__init__.py,Semgrep_python.lang.security.dangerous-globals-use.dangerous-globals-use
825bfc04-34f5-4e27-9121-4cb41e23b979,Critical,Detected subprocess function 'run' without a static string.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661600,19,utils/run_tests.py,Semgrep_python.lang.security.audit.dangerous-subprocess-use-audit.dangerous-subprocess-use-audit
9f0bb1f7-79c2-4be7-945e-d6384f4ff87c,Critical,Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,2025-10-11T17:32:39.382Z,,134,database/projects_db.py,Semgrep_python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query
dbdc61b7-2436-4a40-a32f-f79dab2cce98,Critical,Detected subprocess function 'run' without a static string.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661602,32,scripts/run_local_coverage.py,Semgrep_python.lang.security.audit.dangerous-subprocess-use-audit.dangerous-subprocess-use-audit
6047abc4-4945-4f99-afbd-2fb698f22d44,Critical,SQL Injection is a critical vulnerability that can lead to data or system compromise.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,2025-10-11T17:32:39.382Z,,134,database/projects_db.py,Semgrep_python_sql_rule-hardcoded-sql-expression
a444c757-5bff-4ea5-ad4e-9a0a4aba0ab5,Critical,Detected subprocess function 'run' without a static string.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,2025-10-13T01:33:40.000Z,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661604,554,utils/process.py,Semgrep_python.lang.security.audit.dangerous-subprocess-use-audit.dangerous-subprocess-use-audit
5c9c2a44-aad5-4467-9c65-4a4e4a9ad8e7,High,An encryption mode of operation is being used without proper message authentication.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,2025-10-11T17:32:39.382Z,,99,utils/artifact_encryption.py,Semgrep_python.cryptography.security.mode-without-authentication.crypto-mode-without-authentication
ae3ee406-935b-4929-aca6-0437877dbd65,Critical,Detected subprocess function 'run' without a static string.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,2025-10-13T01:33:40.000Z,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661606,19,tools/pseudocode_translator/run_tests.py,Semgrep_python.lang.security.audit.dangerous-subprocess-use-audit.dangerous-subprocess-use-audit
a1ce7b0c-1ed6-492d-ab8e-4260e385d4e3,Critical,Detected subprocess function 'run' without a static string.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,2025-10-13T01:33:40.000Z,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661607,444,scripts/import_alerts.py,Semgrep_python.lang.security.audit.dangerous-subprocess-use-audit.dangerous-subprocess-use-audit
e9cfb371-f790-4f77-a30a-a2b829d9014e,Critical,Untrusted user input in `importlib.import_module()` function allows an attacker to load arbitrary code.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661611,308,tools/pseudocode_translator/models/registry.py,Semgrep_python.lang.security.audit.non-literal-import.non-literal-import
d3e96c19-8264-4922-b6f6-656c0295798e,Critical,Detected subprocess function 'check_call' without a static string.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,2025-10-13T01:33:40.000Z,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661612,17,tools/security/setup_github_security.py,Semgrep_python.lang.security.audit.dangerous-subprocess-use-audit.dangerous-subprocess-use-audit
3f5154c7-1ed5-4443-842c-d6b856e45a6d,Critical,Detected subprocess function 'run' without a static string.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,2025-10-13T01:33:40.000Z,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661613,111,tools/setup_deepsource_coverage.py,Semgrep_python.lang.security.audit.dangerous-subprocess-use-audit.dangerous-subprocess-use-audit
6a9f9a7b-94ba-4a63-bc12-f45b073599a5,Critical,Detected subprocess function 'run' without a static string.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,2025-10-13T01:33:40.000Z,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661614,78,tools/setup_deepsource_simple.py,Semgrep_python.lang.security.audit.dangerous-subprocess-use-audit.dangerous-subprocess-use-audit
75583d1a-3a1f-4147-a646-99867a4c5578,Critical,The native Python `xml` library is vulnerable to XML External Entity (XXE) attacks.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,2025-10-13T00:31:30.000Z,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661615,57,scripts/run_local_coverage.py,Semgrep_python.lang.security.use-defused-xml-parse.use-defused-xml-parse
6181284b-179a-49d3-90d7-658d00fdd988,Critical,Detected subprocess function 'run' without a static string.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,2025-10-13T01:33:40.000Z,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661616,68,tools/setup_deepsource_coverage.py,Semgrep_python.lang.security.audit.dangerous-subprocess-use-audit.dangerous-subprocess-use-audit
1cfffff4-2424-4163-8eef-98ab7ae67ad8,Critical,Untrusted user input in `importlib.import_module()` function allows an attacker to load arbitrary code.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,2025-10-13T01:33:40.000Z,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661617,41,routing/adapters/local_python.py,Semgrep_python.lang.security.audit.non-literal-import.non-literal-import
27354344-8e92-4343-9739-1fe3f526699c,Medium,subprocess call - check for execution of untrusted input.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,2025-10-13T01:33:40.000Z,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661618,444,scripts/import_alerts.py,Bandit_B603
ba5f1d80-72d7-480b-b933-c2a146dbe66f,High,"Try, Except, Continue detected.",DinoAir3,Codacy,2025-10-09T23:38:11.221Z,2025-10-13T01:33:40.000Z,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661619,186,routing/registry.py,Bandit_B112
e82ce7a7-7f21-449d-8bc5-cdacde9bc997,Low,Consider possible security implications associated with the subprocess module.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661620,14,tools/basic_tools.py,Bandit_B404
fd84e2ab-d7f9-45dc-87e4-f0d39d54b27a,Medium,Using xml.etree.ElementTree.parse to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.etree.ElementTree.parse with its defusedxml equivalent function or make sure defusedxml.defuse_stdlib() is called,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,2025-10-13T00:31:30.000Z,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661621,57,scripts/run_local_coverage.py,Bandit_B314
bdd8fb76-5f0a-4b25-b103-12def1d73a8e,Medium,"Try, Except, Pass detected.",DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661622,154,tools/security/security_validation.py,Bandit_B110
d61edd31-0539-426b-926d-1af196595fc1,Medium,"Try, Except, Pass detected.",DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661623,171,tools/security/vulnerability_scanner.py,Bandit_B110
b5561161-4c14-4062-b9fe-fba372e96c21,Low,Consider possible security implications associated with the subprocess module.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661624,9,tools/security/setup_github_security.py,Bandit_B404
52859cfd-bcb3-449a-b9e2-b745ccf4f2ea,Medium,subprocess call - check for execution of untrusted input.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661625,68,tools/setup_deepsource_coverage.py,Bandit_B603
7dc7fa67-6d82-4cbc-8bbe-da7a30d349da,Medium,subprocess call - check for execution of untrusted input.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,2025-10-13T01:33:40.000Z,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661626,17,tools/security/setup_github_security.py,Bandit_B603
1db880ec-54ae-4ffd-a1ce-27a7382f52a1,Low,Consider possible security implications associated with the subprocess module.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661627,10,tools/setup_deepsource_simple.py,Bandit_B404
91c66b54-04f8-47a3-a72c-ab2c8727dca4,High,Possible hardcoded password: 'test_secret_key_for_validation',DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661628,127,tools/security/security_validation.py,Bandit_B105
04ba069a-69e0-486a-9bf0-aac77c000e86,Medium,"Try, Except, Pass detected.",DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661629,148,tools/pseudocode_translator/config_tool.py,Bandit_B110
1b488b8c-0186-4937-83c9-fffae5f663e4,Medium,"Using xml.etree.ElementTree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.etree.ElementTree with the equivalent defusedxml package, or make sure defusedxml.defuse_stdlib() is called.",DinoAir3,Codacy,2025-10-09T23:38:11.221Z,2025-10-13T00:31:30.000Z,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661630,55,scripts/run_local_coverage.py,Bandit_B405
f20272da-e88c-4c26-9718-e5d623cee513,Low,Consider possible security implications associated with the subprocess module.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661631,50,utils/process.py,Bandit_B404
40823bdc-dcad-416d-b2cf-50b1b331232f,Low,Consider possible security implications associated with the subprocess module.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661632,9,tools/pseudocode_translator/run_tests.py,Bandit_B404
1740ec99-d8db-4de4-a45e-ece9c88be7ee,Medium,"Try, Except, Pass detected.",DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661633,99,routing/health.py,Bandit_B110
e1041b73-e036-4f79-a6a4-226fe7043659,Low,Consider possible security implications associated with the subprocess module.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661634,8,utils/run_tests.py,Bandit_B404
18e4e3fc-75fa-4db6-9486-8529efad041c,Medium,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661635,147,routing/adapters/lmstudio.py,Bandit_B311
d1f88b22-42b0-438f-8ad2-9aa4d866c819,Medium,subprocess call - check for execution of untrusted input.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661636,19,tools/pseudocode_translator/run_tests.py,Bandit_B603
3f3d9e41-3f71-465a-a1bb-59bfdfb96abb,Medium,Possible SQL injection vector through string-based query construction.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,2025-10-11T13:55:27.108Z,,133,database/projects_db.py,Bandit_B608
020824b6-bb1b-498e-a3d7-37f9fd5ee47f,Medium,subprocess call - check for execution of untrusted input.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661638,77,scripts/run_local_coverage.py,Bandit_B603
c8250c92-9e71-4899-80c9-3c9b0dffb489,Low,Consider possible security implications associated with the subprocess module.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661639,9,tools/setup_deepsource_coverage.py,Bandit_B404
9d6d0299-0412-4fa3-a5e1-605a2b795b75,Medium,"Try, Except, Pass detected.",DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661640,522,scripts/import_alerts.py,Bandit_B110
28affe43-0539-4ac1-91a2-a23f61d9206d,Medium,subprocess call - check for execution of untrusted input.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661641,45,tools/setup_deepsource_coverage.py,Bandit_B603
46258a02-0b0c-41ee-a271-aa324f34cdb2,Low,Consider possible security implications associated with the subprocess module.,DinoAir3,Codacy,2025-10-09T23:38:11.221Z,,https://app.codacy.com/p/738545/issues/index?resultDataId=131389661642,31,scripts/import_alerts.py,Bandit_B404
